tanggal,deskripsi,nomor_part,harga,qty,satuan,pengguna,keterangan
2024-01-27,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.6,Ltr, N 9566 UG ,Rudi Storing
2024-01-27,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 9566 UG ,
2024-01-27,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 9566 UG ,
2024-01-27,Seal Rem 40493 ,73 Motor,10000,8,pcs, N 9566 UG ,
2024-01-27,SEAL DEBU ,73 Motor,4000,2,pcs, N 9566 UG ,
2024-01-27,Stang Las 600 A,Cakra Motor,85000,2,pcs, Mekanik ,
2024-01-27,Kedok/ Topeng Las,Cakra Motor,50000,1,pcs, Mekanik ,
2024-01-27,Kaca Mata,Cakra Motor,10000,2,pcs, Mekanik ,
2024-01-27,Kaca Las Hitam,Cakra Motor,3000,2,pcs, Mekanik ,
2024-01-27,Bostel 100 A,Barokah,5000,2,set, Mekanik ,
2024-01-27,Kawat Las RB 4.0 (5Kg),Brilliant,160000,2,pack, Crusher 2 Mamuju ,
2024-01-27,"Gerinda Selep Nippon Resibon 4""",Prima Sekar,16000,6,pcs, Crusher 2 Mamuju ,
2024-01-27,LAMPU H4 24V 100/90 PHILLIPS,73 MOTOR,45000,1,pcs, N 8303 UH ,REQ 000583
2024-01-27,SEKRING / FUSE MINI 10A ( 50 PC ),73 MOTOR,3750,4,pcs, N 8303 UH ,REQ 000583
2024-01-27,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.6,Ltr, N 8303 UH ,REQ 000583
2024-01-27,Jarum Keras M20,B.19,55000,1,pcs, Crusher ,
2024-01-27,Air Filter NMR I8-98321 413-A,Astra Isuzu,220000,1,Pcs, N 9492 UH ,
2024-01-27,Seal Roda Belakang Luar NKR/NMR,Makmur Motor,55000,1,pcs, N 9492 UH ,
2024-01-27,Repair KIT Snail Rem FUSO,SUMBER BERKAT DIESEL,285000,1,set, CP 06 ,SJ 002471
2024-01-27,Snail Rem Fuso (Pendek),ex Tronton DT 9577 UF,0,1,pcs, CP 06 ,SJ 002471
2024-01-27,Connector Link / Sambungan Rantai DID80-1,Omega Tech,29000,2,pcs, Tangkil ,SJ 002471
2024-01-27,Connecting Link RS60-1,Omega Tech,5000,1,Pcs, Tangkil ,SJ 002471
2024-01-27,Jasa Ban Vulkanisir Panas 900-20/MJS,UJB 900,750000,1,pcs, Tangkil ,SJ 002471
2024-01-27,Jasa Ban Vulkanisir Panas 900-20/MJS,UJB 901,750000,1,pcs, Tangkil ,SJ 002471
2024-01-27,Ban Dalam 900-20 BR-9,Berkah Sigma Jaya,245000,2,pcs, Tangkil ,SJ 002471
2024-01-27,Marshet R20 Swl,Berkah Sigma Jaya,90000,2,pcs, Tangkil ,SJ 002471
2024-01-27,UKF 215 FK (As 75mm/78mm),Lahar Jaya,435000,2,pcs, Puntir Readymix ,SJ 002472 (Dibawa Jainul Tangkil)
2024-01-29,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 9614 UH ,REQ 000585
2024-01-29,Oil Filter NKR & NMR I6-97247 514-0,Astra Isuzu,97000,1,Pcs, N 9614 UH ,REQ 000585
2024-01-29,BEARING RODA DEPAN DALAM NKR71 32210JR,JAYA UTAMA BEARINGS,117000,1,pcs, N 9614 UH ,REQ 000585
2024-01-29,SEAL DEBU ,73 Motor,4000,8,pcs, N 9614 UH ,REQ 000585
2024-01-29,Seal Rem 40493 R,73 MOTOR,10000,8,pcs, N 9614 UH ,REQ 000585
2024-01-29,Seal Roda Belakang Luar NKR/NMR,Makmur Motor,55000,2,pcs, N 9614 UH ,REQ 000585
2024-01-29,Seal Roda Belakang Dalam NMR,Makmur Motor,35000,2,pcs, N 9614 UH ,REQ 000585
2024-01-29,"Wiper 19"" Denso",Cakra Motor,50000,2,pcs, N 9614 UH ,REQ 000585
2024-01-29,Oil Engine MEDITRAN SX,15W-40,29200,2,Ltr, N 9058 UF ,
2024-01-29,Oil Engine MEDITRAN SX,15W-40,29200,1.5,Ltr, N 8502 UA ,
2024-01-29,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,2,Ltr, WA 01 ,
2024-01-29,RING SOLAR (100PCS),SBM,4000,1,pcs, WA 01 ,
2024-01-29,Fuel Filter Donaldson / UD SMPRN,J8620120 ,72000,1,pcs, WA 01 ,
2024-01-29,V belt GAIDO C226,TALI AGUNG,272000,2,pcs, Crusher ,
2024-01-29,V Belt Gaido C77,Omega Tech,98000,3,pcs, Crusher ,
2024-01-29,V Belt Mitsuboshi B65,Omega Tech,54000,1,pcs, Paving 3 ,
2024-01-29,Velg Baru L6-12mm,P/N,900000,1,pcs, N 8761 UG ,REQ 000586
2024-01-29,OIL PERTAMINA SAE 140,RORED HDA 140,36500,3,Ltr, N 8761 UG ,REQ 000586
2024-01-29,LAMPU H4 24V 100/90 PHILLIPS,73 MOTOR,45000,1,pcs, N 8333 UH ,
2024-01-29,Tabung O2,*,75000,1,tbg, Crusher 2 Mamuju ,
2024-01-29,Kawat Las RB 4.0 (5Kg),Brilliant,160000,1,pack, Crusher 2 Mamuju ,
2024-01-29,Kawat Las RB 4.0 mm,Brilliant,1565,10,pcs, Crusher 2 Mamuju ,
2024-01-29,Gerinda Makita M900B/Maktec MT 902,Sakti Putra Perdana,1775001,1,pcs, Mekanik ,
2024-01-29,Visor Door/ Talang Pintu NKR,73 Motor,100000,1,set, N 9849 UH ,
2024-01-29,Tabung Skep Colt Diesel,73 Motor,120000,1,pcs, N 9492 UH ,REQ 000587
2024-01-29,Slang Asbes 2mm,Toko Delta,3500,1,ljr, Logistik ,
2024-01-29,Slang Asbes 3mm,Toko Delta,5000,1,ljr, Logistik ,
2024-01-29,Kapasitor 10MF Kabel,Rejo Joyo,35000,2,pcs, Paving 2 ,
2024-01-29,Pembayaran Conveyor Tangkil ,Kas ,7767000,1,pcs, Tangkil ,
2024-01-29,Baut Baja M18 x 75 Hitam,Hasil Fastindo,14950,20,pcs, H 9520 UV ,SJ 002473
2024-01-29,Baut Baja M18 x 75 Hitam,Hasil Fastindo,12500,10,pcs, H 9520 UV ,SJ 002473
2024-01-29,Washer Lock M18 Hitam,Hasil Fastindo,2000,30,pcs, H 9520 UV ,SJ 002473
2024-01-29,Bushing Trunion Giga FVZ/Bogi 115*125*78,73 MOTOR,150000,4,pcs, H 9520 UV ,SJ 002473
2024-01-29,Shaft Trunion Giga FVZ/bogi,73 MOTOR,955000,2,pcs, H 9520 UV ,SJ 002473
2024-01-29,U bolt/ Kawel Pir Nissan/Trunion 27*9*40,73 MOTOR,185000,2,pcs, H 9520 UV ,SJ 002473
2024-01-29,Center Bolt/ Sunduk Pir Belakang Giga FVZ,73 Motor,70000,2,pcs, H 9520 UV ,SJ 002473
2024-01-29,Baut Stabillizer/ Bolt Torque Rod 10cm,73 MOTOR,25000,8,pcs, H 9520 UV ,SJ 002473
2024-01-29,Baut Stabillizer/ Bolt Torque Rod 27cm,73 MOTOR,40000,4,pcs, H 9520 UV ,SJ 002473
2024-01-29,Rubber Stopper I7-66802317-A,ASTRA ISUZU,195000,2,pcs, H 9520 UV ,SJ 002473
2024-01-29,Rubber Stopper I7-66802318-A,ASTRA ISUZU,214500,1,pcs, H 9520 UV ,SJ 002473
2024-01-29,Rubber Stopper I1-53366072-A,ASTRA ISUZU,194999,1,pcs, H 9520 UV ,SJ 002473
2024-01-29,Seal Trunion I1-51389005-0,ASTRA ISUZU,165750,2,pcs, H 9520 UV ,SJ 002473
2024-01-29,Pin Pir Trailer,73 Motor,50000,2,pcs, H 9520 UV ,SJ 002473
2024-01-29,Bongkar-Pasang As Bogi HINO,HOK,1500000,2,pcs, H 9520 UV ,SJ 002473
2024-01-29,Bikin Pen Pir,HOK,250000,1,pcs, H 9520 UV ,SJ 002473
2024-01-29,Bongkar-Pasang Bushing,HOK,250000,4,pcs, H 9520 UV ,SJ 002473
2024-01-29,Oil Engine MEDITRAN SX 15W-40,CAHAYA GUNUNG JATI,6100000,1,drum,Babat,SJ 002475
2024-01-29,OIL PERTAMINA SAE 140,RORED HDA 140,36500,20,ltr,Babat,SJ 002475
2024-01-29,Ban Vulkanisir 8.25-16/Pembelian Puntir tp pembayaran Mlg 29/1,HDFD 3320,900000,1,pcs,Babat,SJ 002475
2024-01-29,Ban Vulkanisir 8.25-16/Pembelian Puntir tp pembayaran Mlg 29/1,HDFD 3320,900000,1,pcs,Babat,SJ 002475
2024-01-29,Ban Vulkanisir 8.25-16/Pembelian Puntir tp pembayaran Mlg 29/1,HDFD 3522,900000,1,pcs,Babat,SJ 002475
2024-01-29,Ban Vulkanisir 8.25-16/Pembelian Puntir tp pembayaran Mlg 29/1,HDFD 0820,900000,1,pcs,Babat,SJ 002475
2024-01-29,Ban Vulkanisir 8.25-16/Pembelian Puntir tp pembayaran Mlg 29/1,HDFD 3421,900000,1,pcs,Babat,SJ 002475
2024-01-29,Ban Vulkanisir 8.25-16/Pembelian Puntir tp pembayaran Mlg 29/1,HDFD 0721,900000,1,pcs,Babat,SJ 002475
2024-01-29,Ban Dalam 750/825-16 GT/SBM,SBM,200000,6,pcs,Babat,SJ 002475
2024-01-29,MARSHET R16 GT,SBM,50000,6,pcs,Babat,SJ 002475
2024-01-29,Vulkanisir Jadi Panas Ban 1000-20 EPCO/BSJ,821,1500000,1,pcs,Kediri Readymix,SJ 002474
2024-01-29,Vulkanisir Jadi Panas Ban 1000-20 MRF/BSJ,1061854-2422,1500000,1,pcs,Kediri Readymix,SJ 002474
2024-01-29,Vulkanisir Jadi Panas Ban 1000-20 GY/BSJ,0921/B06-95942,1500000,1,pcs,Kediri Readymix,SJ 002474
2024-01-29,Vulkanisir Jadi Panas Ban 1000-20 GY/BSJ,UJB 964,1500000,1,pcs,Kediri Readymix,SJ 002474
2024-01-29,Vulkanisir Jadi Panas Ban 1000-20 GY/BSJ,2321/B09-52474,1500000,1,pcs,Kediri Readymix,SJ 002474
2024-01-29,Vulkanisir Jadi Panas Ban 1000-20 BS/BSJ,D2A2L1254,1500000,1,pcs,Kediri Readymix,SJ 002474
2024-01-29,Form Pemakaian Ban,*,0,2,pcs,Kediri Readymix,SJ 002474
2024-01-30,Solasi Listrik,73 Motor,8500,1,pcs,Paving 2,
2024-01-30,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 8427 BF ,
2024-01-30,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 8427 BF ,
2024-01-30,Oil Engine MEDITRAN SX,15W-40,29200,1,ltr, N 8515 UH ,
2024-01-30,Rubber Engine Foot RH,8-97122-893-0 RH,780000,1,Pcs, N 8310 UH ,REQ 000584
2024-01-30,Oil RORED HDA 90,CAHAYA GUNUNG JATI,38000,1,ltr, N 8310 UH ,REQ 000584
2024-01-30,Oil Engine MEDITRAN SX,Untuk Transmisi,29200,3,ltr, N 8310 UH ,REQ 000584
2024-01-30,OIL PERTAMINA SAE 140,RORED HDA 140,36500,1,Ltr, N 8310 UH ,REQ 000584
2024-01-30,Kapasitor 10MF Kabel,Rejo Joyo,35000,1,pcs, Paving 1 ,
2024-01-30,Kawat Las RB 4.0mm,Brilliant,160000,2,pck, Crusher 2 Mamuju ,
2024-01-30,Pir Spiral/ Coil Spring L300,SBM,425000,4,pcs, Crusher 2 Mamuju ,
2024-01-30,Oil Engine MEDITRAN SX,15W-40,29200,2,ltr, WA 01 ,
2024-01-30,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,3,Ltr, WA 01 ,
2024-01-30,Asbes 210x80,Ud Barokah,36000,6,pcs, Crusher ,
2024-01-30,Triplek 5m,Ud Barokah,81000,2,set, Crusher ,
2024-01-30,KANVAS HAND REM NKR71,73 MOTOR,100000,1,set, N 8502 UA ,
2024-01-30,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 9210 UF ,
2024-01-30,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 9210 UF ,
2024-01-30,Servis Knalpot,Bambang AS,650000,1,set, N 8105 UB ,
2024-01-30,BBM Traga Storing ke Puntir Perbaikan As Bogi 29/1,Kas,6800,14.70588235,ltr , H 9520 UV  ,
2024-01-30,E-Toll P. Hadi Storing ke Puntir PP 30/1,Kas,21500,2,x, H 9520 UV  ,
2024-01-30,UM Storing ke puntir 2 hari P. Hadi+P. Rudi+P. Edi (29/1-30/1),Kas,30000,3,org, H 9520 UV  ,
2024-01-30,LEM GASKET SHELLAC,73 Motor,45000,1,pcs, CP 04 Tangkil ,SJ 002477
2024-01-30,Marshet R20 Swallow,Berkah Sigma Jaya,90000,2,pcs, Tangkil ,SJ 002477
2024-01-30,Stop Lamp Assy NKR 71,Sumber Baru Motor,110000,1,set, CP 04 Tangkil ,SJ 002477
2024-01-30,OIL PERTAMINA SAE 140,RORED HDA 140,36500,20,Ltr, Tangkil ,SJ 002477
2024-01-30,Oil Hydraulic Turalik 69,CAHAYA GUNUNG JATI,5600000,1,drum, Tangkil ,SJ 002477
2024-01-30,Oil 140 Kyoso,SBM,30000,2,ltr, N 9613 UH ,Sj 002478
2024-01-30,Gardan Set Repair NMR 71,,0,1,set, N 9613 UH ,Sj 002478
2024-01-30,Grease Bearing SHELL - Gadus S2V150C 3,Panca Putra Mitra Tama,1500000,2,pail, Crusher Puntir ,Sj 002478
2024-01-30,Ban Luar ORI 1100-20 BS/BSN,UJB 930,4200000,1,pcs, N 8198 UH ,Sj 002478
2024-01-30,Ban Luar ORI 1100-20 BS/BSN,UJB 931,4200000,1,pcs, N 8198 UH ,Sj 002478
2024-01-30,Ban Dalam 1000-20 BR-9,Berkah Sigma Jaya,265000,2,pcs, N 8198 UH ,Sj 002478
2024-01-30,Marshet R20 Swl,Berkah Sigma Jaya,90000,2,pcs, N 8198 UH ,Sj 002478
2024-01-30,Air Accu PEGASUS,Cakra Motor,10000,4,btl, Puntir ,Sj 002478
2024-01-30,Jasa Repair Velg ,Triyenny Jaya,60000,1,pcs, N 9613 UH ,Sj 002478
2024-01-30,Kawat Las RB 4.0 mm,Untuk Las Velg,1565,11,pcs, N 9613 UH ,Sj 002478
2024-01-30,Daun Velg L-6 LANTECH,P/N,400000,1,Pcs, N 9613 UH ,Sj 002478
2024-01-30,Daun Velg L8-R20,Anugerah Jaya,600000,1,pcs, Stock Puntir ,Sj 002478
2024-01-30,Bongkar Pasang Velg Besar,Triyenny,150000,1,pcs, Stock Puntir ,Sj 002478
2024-01-30,Kawat Las RB 4.0 mm,Untuk Las Velg,1565,11,pcs, Stock Puntir ,Sj 002478
2024-01-31,Jasa Repair Velg ,Triyenny Jaya,60000,1,pcs,N 8427 BF,
2024-01-31,Kawat Las RB 4.0 mm,Untuk Las Velg,1565,11,pcs,N 8427 BF,
2024-01-31,Daun Velg L-6 LANTECH,P/N,400000,1,pcs,N 8427 BF,
2024-01-31,Baut Roda NKR71 RR-RH Mitsuda,73 Motor,60000,1,pcs,N 8427 BF,
2024-01-31,FLAPDISC 60,PRIMA SEKAR,5750,1,pcs, Crusher 2 Mamuju ,
2024-01-31,"Gerinda Selep Nippon Resibon 4""",Prima Sekar,16000,2,pcs, Crusher 2 Mamuju ,
2024-01-31,Pipa Besi,Aneka Logam,19000,9,pcs, Crusher 2 Mamuju ,
2024-01-31,Kawat Las RB 4.0mm,Brilliant,160000,1,pck, Crusher 2 Mamuju ,
2024-01-31,Bearing Gardan 3984/20,JAYA UTAMA BEARINGS,155000,2,pcs, N 8310 UH ,REQ 000588
2024-01-31,Seal MOB Gardan,Dari Puntir /Pak MUQ,45000,1,pcs, N 8310 UH ,REQ 000588
2024-01-31,OIL PERTAMINA SAE 140,RORED HDA 140,36500,4,Ltr, N 8310 UH ,REQ 000588
2024-01-31,Lem Autosealer,Makmur Motor,12500,1,pcs, N 8310 UH ,REQ 000588
2024-01-31,Bearing 30309 DJR,Lahar Jaya,185000,1,pcs, N 8310 UH ,REQ 000588
2024-01-31,Bearing 30310 DJR,Lahar Jaya,220000,1,pcs, N 8310 UH ,REQ 000588
2024-01-31,O-ring Vit / Cylinder Hydrauic Paving,Virgo Motor,15000,2,pcs, WA 01 ,
2024-01-31,RING SOLAR (100PCS),SBM,4000,4,pcs, WA 01 ,
2024-01-31,Jasa Repair Velg ,Triyenny Jaya,60000,1,pcs, N 9446 UG ,
2024-01-31,Kawat Las RB 4.0 mm,Untuk Las Velg,1565,11,pcs, N 9446 UG ,
2024-01-31,Daun Velg L-6 LANTECH,P/N,400000,1,pcs, N 9446 UG ,
2024-01-31,Baut Cross Joint Colt Diesel/Canter,73 Motor,15000,1,pcs, N 8515 UH ,
2024-01-31,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,1.5,Ltr, N 9849 UH ,
2024-01-31,Oil Engine MEDITRAN SX,15W-40,29200,1.5,Ltr, N 9849 UH ,
2024-01-31,OIL PERTAMINA SAE 140,RORED HDA 140,36500,1,Ltr, N 8761 UG ,
2024-01-31,BAUT RODA BLKG NKR71 IS02 RR-LH/IBK,DIRGAPUTRA EKAPRATAMA,58142,2,pcs, N 9443 UG ,
2024-01-31,Oil Engine MEDITRAN SX,15W-40,29200,1,Ltr, N 9443 UG ,
2024-01-31,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.6,Ltr, N 9443 UG ,
2024-01-31,Jasa Repair Velg ,Triyenny Jaya,60000,1,pcs, N 9426 UG ,REQ 000590
2024-01-31,Kawat Las RB 4.0 mm,Untuk Las Velg,1565,11,pcs, N 9426 UG ,REQ 000590
2024-01-31,Daun Velg L-6 LANTECH,P/N,400000,1,Pcs, N 9426 UG ,REQ 000590
2024-01-31,Obeng ,Kas,12000,1,Pcs , Mekanik ,
2024-01-31,Bensin Ecer Cuci gardan ,Kas,12000,2,Ltr , N 8310 UH  ,
2024-01-31,"UM Storing ke Tol Madyopuro P. Hadi, P. Edi, P. Rudi ",Kas,15000,3,Org , B 9319 UIU  ,
2024-01-31,CUTTING STICKER UJB KECIL,QUEENS,81000,1,pcs, TM 207 ,SJ 002479
2024-01-31,Kabel Handrem Grandmax,Makmur Motor,175000,1,pcs, N 8084 GG Gmax Tangkil ,SJ 002479
2024-01-31,Filter Udara Grandmax,Makmur Motor,60000,1,pcs, N 8084 GG Gmax Tangkil ,SJ 002479
2024-01-31,Oil Filter Grandmax,Makmur Motor,25000,1,pcs, N 8084 GG Gmax Tangkil ,SJ 002479
2024-01-31,Drik Laker Grandmax,Makmur Motor,135000,1,pcs, N 8084 GG Gmax Tangkil ,SJ 002479
2024-01-31,Kawat Drik Laker Grandmax,Makmur Motor,15000,1,pcs, N 8084 GG Gmax Tangkil ,SJ 002479
2024-01-31,Seal Transmisi Grandmax,Makmur Motor,45000,1,pcs, N 8084 GG Gmax Tangkil ,SJ 002479
2024-01-31,Kamvas Kopling Grandmax ,Makmur Motor,425000,1,pcs, N 8084 GG Gmax Tangkil ,SJ 002479
2024-01-31,Lem Threebond,Makmur Motor,25000,1,pcs, CP 01 ,SJ 002479
2024-01-31,Lem Threebond,Makmur Motor,25000,1,pcs, TM 209 ,SJ 002479
2024-01-31,Head Lamp assy Grandmax LH/RH,Makmur Motor,475000,2,pcs, N 8084 GG Gmax Tangkil ,SJ 002479
2024-01-31,Mirror/Spion Hino FG/FL/FM LH,73 Motor,87500,1,pcs, CP 05 ,SJ 002479
2024-01-31,Mirror/Spion Hino FG/FL/FM LH,73 Motor,87500,1,pcs, TM 203 ,SJ 002479
2024-01-31,Mirror/Spion Fuso FP418 LH - MID,73 Motor,55000,2,pcs, CP 05/CP 04 ,SJ 002479
2024-01-31,Buat Karet Stabil,Kawan Motor,36250,4,pcs, TM 209 ,SJ 002479
2024-01-31,FILTER AIR DRYER,ABADI BINTANG,235000,1,pcs, Tangkil TM 210 ,SJ 002482
2024-01-31,As/Stang Perseneling Granmax,Rizky Motor,350000,1,pcs, Granmax Tangkil N 8084 GG ,SJ 002482
2024-01-31,Fuel Filter FVZ Bawah I8-98092 481-A,ASTRA ISUZU,136500,5,pcs, All TM Giga Tangkil ,SJ 002482
2024-01-31,Fuel Filter FVZ Atas I8-98162 897-A,ASTRA ISUZU,117000,5,pcs, All TM Giga Tangkil ,SJ 002482
2024-01-31,Oil RORED HDA 90,CAHAYA GUNUNG JATI,38000,20,Ltr, Tangkil ,SJ 002482
2024-01-31,"STOP KRAN 1/2"" ONDA",Akbar Jaya,105000,1,pcs, TM 203 ,SJ 002482
2024-01-31,Kran Angin,Cakra Motor,15000,2,pcs, Tangkil ,SJ 002482
2024-01-31,Baut + Mur BHK 8x70 +Wp+WL,Putra Cakra,2100,10,set, Tangkil ,SJ 002482
2024-01-31,"Wiper Blade 18""",Sejati Motor,45000,2,pcs, N 8084 GG Gmax Tangkil ,SJ 002482
2024-01-31,"Wiper Blade 18""",73 Motor,40000,2,pcs, TM 204 ,SJ 002482
2024-01-31,Ban Luar 1100-20 BS/BSN,UJB 979,4200000,1,pcs, B 9319 UIU ,SJ 002481
2024-01-31,Ban Luar 1100-20 BS/BSN,UJB 980,4200000,1,pcs, B 9319 UIU ,SJ 002481
2024-01-31,Ban Dalam 1000-20 BR-9,Berkah Sigma Jaya,265000,2,pcs, B 9319 UIU ,SJ 002481
2024-01-31,Marshet R20 GT,SBM,100000,2,pcs, B 9319 UIU ,SJ 002481
2024-01-31,Bearing 22312/Koyo,Lahar Jaya,885000,1,pcs, Crusher Puntir  ,SJ 002481
2024-01-31,Ban Luar ORI 1100-20 BS/BSN,UJB 932,4200000,1,pcs, TM L 9156 UA ,SJ 002480
2024-01-31,Jasa Vulkanisir Panas Ban 1100-20 BS/MJS,UJB 163,925000,1,pcs, TM L 9156 UA ,SJ 002480
2024-01-31,Marshet R20 GT,SBM,100000,2,pcs, TM L 9156 UA ,SJ 002480
2024-01-31,Ban Dalam 1000-20 BR-9,Berkah Sigma Jaya,265000,2,pcs, TM L 9156 UA ,SJ 002480
2024-01-31,Booster/Master Kopling Bawah 90mm,73 Motor,675000,1,pcs, TM 224 ,SJ 002480
2024-01-31,Baut Roda + Mur BEIBEN,ABADI BINTANG,98000,3,set, Puntir ,SJ 002480
2024-01-31,Kanvas Rem Belakang Beiben,Dari Tangkil,0,8,pcs, Puntir ,SJ 002480
2024-01-31,Akrilik Bening 3mm 130x120,Kas - Rejeki Jaya Akrilik,415896,1,lmbr, WA 01 ,
2024-01-31,Akrilik Bening 5mm 63x100,Kas - Rejeki Jaya Akrilik,270900,1,lmbr, WA 01 ,
